"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","HEALTHEXP","TOT","PC_GDP","A","2017",6.775,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2018",6.7,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2019",6.948,
"SVK","HEALTHEXP","TOT","PC_GDP","A","2020",7.232,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2005",7.732,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2006",7.829,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2007",7.919,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2008",8.382,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2009",9.108,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2010",9.119,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2011",9.168,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2012",9.154,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2013",9.067,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2014",9.089,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2015",9.126,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2016",8.952,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2017",8.95,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2018",9.001,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2019",9.139,
"ESP","HEALTHEXP","TOT","PC_GDP","A","2020",10.714,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2005",8.151,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2006",8.052,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2007",7.996,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2008",8.208,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2009",8.77,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2010",8.32,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2011",10.416,"B"
"SWE","HEALTHEXP","TOT","PC_GDP","A","2012",10.735,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2013",10.905,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2014",10.948,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2015",10.804,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2016",10.852,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2017",10.785,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2018",10.941,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2019",10.832,
"SWE","HEALTHEXP","TOT","PC_GDP","A","2020",11.497,"P"
"SWE","HEALTHEXP","TOT","PC_GDP","A","2021",11.439,"P"
"CHE","HEALTHEXP","TOT","PC_GDP","A","2005",10.004,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2006",9.533,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2007",9.364,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2008",9.481,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2009",10.069,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2010",9.942,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2011",10.019,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2012",10.249,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2013",10.462,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2014",10.616,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2015",11.008,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2016",11.3,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2017",11.481,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2018",11.156,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2019",11.287,
"CHE","HEALTHEXP","TOT","PC_GDP","A","2020",11.796,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2005",4.894,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2006",5.146,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2007",5.238,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2008",5.218,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2009",5.494,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2010",5.021,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2011",4.653,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2012",4.444,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2013",4.371,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2014",4.325,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2015",4.117,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2016",4.285,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2017",4.18,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2018",4.124,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2019",4.36,
"TUR","HEALTHEXP","TOT","PC_GDP","A","2020",4.618,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2005",8.388,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2006",8.627,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2007",8.603,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2008",9.023,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2009",10.034,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2010",9.952,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2011",9.916,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2012",9.932,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2013",9.842,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2014",9.827,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2015",9.755,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2016",9.695,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2017",9.588,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2018",9.658,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2019",9.875,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2020",11.978,
"GBR","HEALTHEXP","TOT","PC_GDP","A","2021",11.939,"P"
"USA","HEALTHEXP","TOT","PC_GDP","A","2005",14.574,
"USA","HEALTHEXP","TOT","PC_GDP","A","2006",14.704,
"USA","HEALTHEXP","TOT","PC_GDP","A","2007",14.915,
"USA","HEALTHEXP","TOT","PC_GDP","A","2008",15.205,
"USA","HEALTHEXP","TOT","PC_GDP","A","2009",16.199,
"USA","HEALTHEXP","TOT","PC_GDP","A","2010",16.196,
"USA","HEALTHEXP","TOT","PC_GDP","A","2011",16.138,
"USA","HEALTHEXP","TOT","PC_GDP","A","2012",16.117,
"USA","HEALTHEXP","TOT","PC_GDP","A","2013",15.987,
"USA","HEALTHEXP","TOT","PC_GDP","A","2014",16.192,
"USA","HEALTHEXP","TOT","PC_GDP","A","2015",16.481,
"USA","HEALTHEXP","TOT","PC_GDP","A","2016",16.793,
"USA","HEALTHEXP","TOT","PC_GDP","A","2017",16.768,
"USA","HEALTHEXP","TOT","PC_GDP","A","2018",16.641,
"USA","HEALTHEXP","TOT","PC_GDP","A","2019",16.676,
"USA","HEALTHEXP","TOT","PC_GDP","A","2020",18.816,
"USA","HEALTHEXP","TOT","PC_GDP","A","2021",17.778,"E"
"BRA","HEALTHEXP","TOT","PC_GDP","A","2005",8.035,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2006",8.25,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2007",8.202,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2008",8.011,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2009",8.395,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2010",7.945,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2011",7.788,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2012",7.736,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2013",7.977,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2014",8.396,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2015",8.909,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2016",9.169,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2017",9.471,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2018",9.465,
"BRA","HEALTHEXP","TOT","PC_GDP","A","2019",9.614,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2005",6.589,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2006",6.035,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2007",6.175,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2008",6.74,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2009",7.814,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2010",6.775,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2011",6.772,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2012",7.021,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2013",7.445,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2014",7.807,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2015",8.303,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2016",8.519,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2017",9.069,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2018",9.159,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2019",9.333,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2020",9.753,
"CHL","HEALTHEXP","TOT","PC_GDP","A","2021",9.096,"P"
"CHN","HEALTHEXP","TOT","PC_GDP","A","2005",4.184,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2006",3.95,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2007",3.68,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2008",3.886,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2009",4.339,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2010",4.194,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2011",4.309,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2012",4.57,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2013",4.742,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2014",4.8,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2015",4.961,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2016",4.977,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2017",5.047,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2018",5.148,
"CHN","HEALTHEXP","TOT","PC_GDP","A","2019",5.349,
"EST","HEALTHEXP","TOT","PC_GDP","A","2005",5.055,
"EST","HEALTHEXP","TOT","PC_GDP","A","2006",4.762,
"EST","HEALTHEXP","TOT","PC_GDP","A","2007",4.983,
"EST","HEALTHEXP","TOT","PC_GDP","A","2008",5.717,
"EST","HEALTHEXP","TOT","PC_GDP","A","2009",6.549,
"EST","HEALTHEXP","TOT","PC_GDP","A","2010",6.323,
"EST","HEALTHEXP","TOT","PC_GDP","A","2011",5.819,
"EST","HEALTHEXP","TOT","PC_GDP","A","2012",5.833,
"EST","HEALTHEXP","TOT","PC_GDP","A","2013",6.017,
"EST","HEALTHEXP","TOT","PC_GDP","A","2014",6.362,
"EST","HEALTHEXP","TOT","PC_GDP","A","2015",6.641,
"EST","HEALTHEXP","TOT","PC_GDP","A","2016",6.702,
"EST","HEALTHEXP","TOT","PC_GDP","A","2017",6.597,
"EST","HEALTHEXP","TOT","PC_GDP","A","2018",6.721,
"EST","HEALTHEXP","TOT","PC_GDP","A","2019",6.823,
"EST","HEALTHEXP","TOT","PC_GDP","A","2020",7.752,
"EST","HEALTHEXP","TOT","PC_GDP","A","2021",7.466,"P"
"IND","HEALTHEXP","TOT","PC_GDP","A","2005",3.91,
"IND","HEALTHEXP","TOT","PC_GDP","A","2006",3.749,
"IND","HEALTHEXP","TOT","PC_GDP","A","2007",3.628,
"IND","HEALTHEXP","TOT","PC_GDP","A","2008",3.625,
"IND","HEALTHEXP","TOT","PC_GDP","A","2009",3.594,
"IND","HEALTHEXP","TOT","PC_GDP","A","2010",3.375,
"IND","HEALTHEXP","TOT","PC_GDP","A","2011",3.246,
"IND","HEALTHEXP","TOT","PC_GDP","A","2012",3.329,
"IND","HEALTHEXP","TOT","PC_GDP","A","2013",3.749,
"IND","HEALTHEXP","TOT","PC_GDP","A","2014",3.62,
"IND","HEALTHEXP","TOT","PC_GDP","A","2015",3.596,
"IND","HEALTHEXP","TOT","PC_GDP","A","2016",3.504,
"IND","HEALTHEXP","TOT","PC_GDP","A","2017",2.936,
"IND","HEALTHEXP","TOT","PC_GDP","A","2018",2.952,
"IND","HEALTHEXP","TOT","PC_GDP","A","2019",3.014,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2005",7.117,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2006",6.907,"B"
"ISR","HEALTHEXP","TOT","PC_GDP","A","2007",6.878,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2008",6.949,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2009",7.05,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2010",6.997,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2011",6.956,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2012",7.081,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2013",7.042,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2014",7.122,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2015",7.1,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2016",7.164,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2017",7.236,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2018",7.287,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2019",7.473,
"ISR","HEALTHEXP","TOT","PC_GDP","A","2020",8.32,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2005",7.996,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2006",7.823,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2007",7.511,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2008",7.855,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2009",8.541,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2010",8.565,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2011",8.536,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2012",8.715,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2013",8.74,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2014",8.502,"B"
"SVN","HEALTHEXP","TOT","PC_GDP","A","2015",8.517,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2016",8.478,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2017",8.185,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2018",8.279,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2019",8.523,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2020",9.454,
"SVN","HEALTHEXP","TOT","PC_GDP","A","2021",9.155,"P"
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2005",7.69,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2006",7.692,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2007",7.681,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2008",7.88,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2009",8.524,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2010",8.666,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2011",8.741,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2012",8.773,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2013",8.856,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2014",8.551,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2015",8.79,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2016",8.821,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2017",8.723,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2018",8.858,
"ZAF","HEALTHEXP","TOT","PC_GDP","A","2019",9.109,
"COL","HEALTHEXP","TOT","PC_GDP","A","2005",6.067,
"COL","HEALTHEXP","TOT","PC_GDP","A","2006",6.336,
"COL","HEALTHEXP","TOT","PC_GDP","A","2007",6.491,
"COL","HEALTHEXP","TOT","PC_GDP","A","2008",6.842,
"COL","HEALTHEXP","TOT","PC_GDP","A","2009",7.311,
"COL","HEALTHEXP","TOT","PC_GDP","A","2010",7.071,
"COL","HEALTHEXP","TOT","PC_GDP","A","2011",6.781,
"COL","HEALTHEXP","TOT","PC_GDP","A","2012",6.746,
"COL","HEALTHEXP","TOT","PC_GDP","A","2013",7.017,
"COL","HEALTHEXP","TOT","PC_GDP","A","2014",7.186,
"COL","HEALTHEXP","TOT","PC_GDP","A","2015",7.523,
"COL","HEALTHEXP","TOT","PC_GDP","A","2016",7.531,
"COL","HEALTHEXP","TOT","PC_GDP","A","2017",7.679,
"COL","HEALTHEXP","TOT","PC_GDP","A","2018",7.625,
"COL","HEALTHEXP","TOT","PC_GDP","A","2019",8.117,
"COL","HEALTHEXP","TOT","PC_GDP","A","2020",8.993,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2005",5.832,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2006",5.704,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2007",5.512,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2008",5.585,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2009",6.098,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2010",6.097,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2011",5.724,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2012",5.41,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2013",5.409,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2014",5.463,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2015",5.652,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2016",6.133,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2017",5.965,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2018",6.189,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2019",6.621,
"LVA","HEALTHEXP","TOT","PC_GDP","A","2020",7.447,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2005",5.648,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2006",5.844,"B"
"LTU","HEALTHEXP","TOT","PC_GDP","A","2007",5.764,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2008",6.294,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2009",7.366,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2010",6.815,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2011",6.488,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2012",6.276,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2013",6.126,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2014",6.193,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2015",6.49,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2016",6.638,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2017",6.464,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2018",6.53,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2019",6.999,
"LTU","HEALTHEXP","TOT","PC_GDP","A","2020",7.538,"P"
"LTU","HEALTHEXP","TOT","PC_GDP","A","2021",7.852,"P"
"CRI","HEALTHEXP","TOT","PC_GDP","A","2005",6.664,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2006",6.935,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2007",6.996,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2008",7.469,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2009",7.86,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2010",8.029,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2011",8.112,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2012",7.782,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2013",7.679,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2014",7.662,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2015",7.592,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2016",7.315,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2017",7.045,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2018",7.286,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2019",7.221,
"CRI","HEALTHEXP","TOT","PC_GDP","A","2020",7.855,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2010",4.746,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2011",4.795,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2012",5.055,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2013",5.386,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2014",5.503,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2015",4.896,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2016",4.916,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2017",5.013,
"ALB","HEALTHEXP","TOT","PC_GDP","A","2018",5.229,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2005",6.89,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2006",6.525,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2007",6.16,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2008",6.288,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2009",6.596,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2010",7.096,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2011",7.103,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2012",7.539,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2013",7.143,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2014",7.683,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2015",7.391,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2016",7.457,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2017",7.492,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2018",7.329,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2019",7.089,
"BGR","HEALTHEXP","TOT","PC_GDP","A","2020",8.521,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2005",6.847,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2006",6.919,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2007",7.417,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2008",7.672,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2009",8.113,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2010",8.021,"E"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2011",7.493,"B"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2012",7.518,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2013",6.441,"B"
"HRV","HEALTHEXP","TOT","PC_GDP","A","2014",6.621,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2015",6.701,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2016",6.739,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2017",6.67,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2018",6.758,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2019",6.811,
"HRV","HEALTHEXP","TOT","PC_GDP","A","2020",7.765,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2005",5.406,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2006",5.437,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2007",5.323,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2008",6.022,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2009",6.469,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2010",6.518,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2011",6.449,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2012",6.555,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2013",6.945,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2014",6.952,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2015",6.817,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2016",6.682,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2017",6.644,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2018",6.846,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2019",6.949,
"CYP","HEALTHEXP","TOT","PC_GDP","A","2020",8.093,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2010",6.714,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2011",6.519,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2012",6.615,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2013",6.719,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2014",6.29,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2015",6.342,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2016",6.379,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2017",6.594,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2018",6.555,
"MKD","HEALTHEXP","TOT","PC_GDP","A","2019",7.22,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2005",8.674,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2006",8.817,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2007",8.168,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2008",7.867,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2009",7.924,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2010",7.949,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2011",8.45,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2012",8.758,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2013",9.172,"E"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2014",9.085,"B"
"MLT","HEALTHEXP","TOT","PC_GDP","A","2015",8.898,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2016",8.966,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2017",8.718,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2018",8.564,
"MLT","HEALTHEXP","TOT","PC_GDP","A","2019",9.242,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2005",5.528,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2006",5.071,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2007",5.023,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2008",5.023,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2009",5.278,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2010",5.766,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2011",4.702,"B"
"ROU","HEALTHEXP","TOT","PC_GDP","A","2012",4.733,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2013",5.197,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2014",5.022,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2015",4.947,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2016",5.003,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2017",5.151,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2018",5.561,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2019",5.74,
"ROU","HEALTHEXP","TOT","PC_GDP","A","2020",6.272,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2010",9.527,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2011",9.114,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2012",9.328,
"SRB","HEALTHEXP","TOT","PC_GDP","A","2013",9.312,
