,CRASH DATE,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,hour,injury,land_area_in_sqmi,water_area_in_sqmi,housing_units,occupied_housing_units,median_home_value,population,median_household_income,county,population_density
297,01/08/2023,QUEENS,11370,40.76141,-73.884544,84 STREET,30 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601652,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,4,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
298,01/08/2023,QUEENS,11370,40.760044,-73.89756,30 AVENUE,70 STREET,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601907,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Unspecified,Unspecified,5,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
299,01/09/2023,QUEENS,11370,40.758648,-73.89162,31 AVENUE,76 STREET,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4596831,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,20,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
300,01/12/2023,QUEENS,11370,40.757683,-73.88576,82 STREET,32 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597625,Bus,Sedan,Unspecified,Unspecified,Unspecified,0,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
301,01/13/2023,QUEENS,11370,40.77287,-73.89326,19 ROAD,77 STREET,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4597731,Sedan,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,22,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
302,01/16/2023,QUEENS,11370,40.765423,-73.89001,79 STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598470,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,5,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
303,01/18/2023,QUEENS,11370,40.757095,-73.89134,76 STREET,32 AVENUE,,1,0,1,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600778,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,15,1,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
304,01/19/2023,QUEENS,11370,40.761314,-73.885475,83 STREET,30 AVENUE,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599065,Sedan,Sedan,Unspecified,Unspecified,Unspecified,10,1,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
305,01/21/2023,QUEENS,11370,40.766357,-73.88756,82 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599891,Sedan,Sedan,Unspecified,Unspecified,Unspecified,19,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
306,01/26/2023,QUEENS,11370,40.765377,-73.88906,ASTORIA BOULEVARD,80 STREET,,2,0,0,0,0,0,2,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4601970,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,2,1,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
307,01/26/2023,QUEENS,11370,40.762,-73.89668,,,72-15     25 AVENUE,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4602232,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,1,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
308,01/27/2023,QUEENS,11370,40.757977,-73.88297,85 STREET,32 AVENUE,,1,0,0,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601042,E-Bike,Pick-up Truck,Unspecified,Unspecified,Unspecified,19,1,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
309,01/30/2023,QUEENS,11370,40.773808,-73.8929,19 AVENUE,HAZEN STREET,,1,0,0,0,1,0,0,0,TRAFFIC CONTROL DISREGARDED,Unspecified,Unspecified,Unspecified,Unspecified,4601994,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified,13,1,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
310,01/31/2023,QUEENS,11370,40.772594,-73.88936,,,19-16     81 STREET,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602539,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,1,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
311,01/31/2023,QUEENS,11370,40.769978,-73.888885,,,21-44     81 STREET,3,0,0,0,0,0,3,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4602164,Sedan,Sedan,Sedan,Pick-up Truck,Sedan,17,1,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
312,01/31/2023,QUEENS,11370,40.757385,-73.88855,32 AVENUE,79 STREET,,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Unspecified,Unspecified,Unspecified,Unspecified,4602368,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,18,0,1.42,0.0,10244.0,9415.0,517100.0,39688.0,52500.0,Queens County,27899.0
313,01/02/2023,MANHATTAN,10027,40.810093,-73.95309,WEST 124 STREET,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4594871,Van,Sedan,Unspecified,Unspecified,Unspecified,0,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
314,01/02/2023,MANHATTAN,10027,40.81305,-73.95654,,,1305      AMSTERDAM AVENUE,1,0,0,0,0,0,1,0,TURNING IMPROPERLY,Unspecified,Unspecified,Unspecified,Unspecified,4595200,Moped,Sedan,Unspecified,Unspecified,Unspecified,19,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
315,01/03/2023,MANHATTAN,10027,,,W 125 street,Adam Clayton Powell Jr Blvd,,1,0,0,0,0,0,1,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4595795,Taxi,Ambulance,Unspecified,Unspecified,Unspecified,19,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
316,01/05/2023,MANHATTAN,10027,40.80759,-73.954956,MANHATTAN AVENUE,WEST 120 STREET,,0,0,0,0,0,0,0,0,FELL ASLEEP,Unspecified,Unspecified,Unspecified,Unspecified,4595797,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,21,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
317,01/06/2023,MANHATTAN,10027,40.811985,-73.94375,,,126       WEST 131 STREET,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Other Vehicular,Unspecified,Unspecified,Unspecified,4596510,Taxi,Unspecified,Unspecified,Unspecified,Unspecified,21,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
318,01/06/2023,MANHATTAN,10027,40.8108,-73.944824,,,110       WEST 129 STREET,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Other Vehicular,Unspecified,Unspecified,Unspecified,4596512,Sedan,Box Truck,Unspecified,Unspecified,Unspecified,14,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
319,01/07/2023,MANHATTAN,10027,40.807095,-73.945984,WEST 124 STREET,,,1,0,0,0,1,0,0,0,PASSING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4596337,Bike,Unspecified,Unspecified,Unspecified,Unspecified,18,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
320,01/07/2023,MANHATTAN,10027,40.815456,-73.95292,,,71        CONVENT AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4597113,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,8,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
321,01/08/2023,MANHATTAN,10027,40.81339,-73.95627,WEST 125 STREET,AMSTERDAM AVENUE,,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4596162,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,3,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
322,01/09/2023,MANHATTAN,10027,40.81284,-73.95347,,,403       WEST 127 STREET,0,0,0,0,0,0,0,0,REACTION TO UNINVOLVED VEHICLE,Unspecified,Unspecified,Unspecified,Unspecified,4596526,Bus,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,15,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
323,01/09/2023,MANHATTAN,10027,40.810173,-73.95117,WEST 125 STREET,DOUGLASS BOULEVARD,,1,0,1,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4597226,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,15,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
324,01/09/2023,MANHATTAN,10027,40.80781,-73.945564,,,55        WEST 125 STREET,1,0,0,0,1,0,0,0,TURNING IMPROPERLY,Unspecified,Unspecified,Unspecified,Unspecified,4598057,Sedan,Bike,Unspecified,Unspecified,Unspecified,14,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
325,01/10/2023,MANHATTAN,10027,40.81482,-73.949135,,,420       SAINT NICHOLAS AVENUE,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Other Vehicular,Unspecified,Unspecified,Unspecified,4598871,Sedan,Sedan,Unspecified,Unspecified,Unspecified,22,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
326,01/11/2023,MANHATTAN,10027,40.81466,-73.95904,,,3150      BROADWAY,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597114,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,11,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
327,01/13/2023,MANHATTAN,10027,40.810173,-73.95117,WEST 125 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,4598452,Sedan,Bike,Unspecified,Unspecified,Unspecified,20,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
328,01/16/2023,MANHATTAN,10027,40.80822,-73.9545,MANHATTAN AVENUE,,,1,0,1,0,0,0,0,0,DRIVER INEXPERIENCE,Unspecified,Unspecified,Unspecified,Unspecified,4598947,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,11,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
329,01/17/2023,MANHATTAN,10027,40.819813,-73.95902,,,2338      12 AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4598896,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,12,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
330,01/17/2023,MANHATTAN,10027,40.809166,-73.95738,,,106       MORNINGSIDE DRIVE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4599085,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,17,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
331,01/17/2023,MANHATTAN,10027,40.814793,-73.95629,,,520       WEST 126 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598561,Convertible,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,19,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
332,01/18/2023,MANHATTAN,10027,40.814556,-73.96249,,,500       RIVERSIDE DRIVE,1,0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599043,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,6,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
333,01/19/2023,MANHATTAN,10027,40.81764,-73.95686,,,3260      BROADWAY,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4599082,Sedan,SEDAN,Unspecified,Unspecified,Unspecified,14,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
334,01/19/2023,MANHATTAN,10027,40.810764,-73.9526,WEST 125 STREET,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599245,Sedan,Bus,Unspecified,Unspecified,Unspecified,21,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
335,01/19/2023,MANHATTAN,10027,40.80897,-73.94833,WEST 125 STREET,,,1,0,1,0,0,0,0,0,VIEW OBSTRUCTED/LIMITED,Unspecified,Unspecified,Unspecified,Unspecified,4599249,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,19,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
336,01/19/2023,MANHATTAN,10027,40.81245,-73.9486,,,245       WEST 129 STREET,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Other Vehicular,Other Vehicular,Unspecified,Unspecified,4600212,Stake or Rack,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,18,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
337,01/20/2023,MANHATTAN,10027,40.80785,-73.945694,,,60        WEST 125 STREET,3,0,0,0,0,0,3,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4601029,Beverage Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,8,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
338,01/21/2023,MANHATTAN,10027,40.810276,-73.94738,WEST 127 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602012,Sedan,Sedan,Unspecified,Unspecified,Unspecified,19,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
339,01/21/2023,MANHATTAN,10027,40.807667,-73.94929,WEST 123 STREET,,,0,0,0,0,0,0,0,0,PASSING TOO CLOSELY,Backing Unsafely,Unspecified,Unspecified,Unspecified,4602006,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,9,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
340,01/23/2023,MANHATTAN,10027,40.80964,-73.947845,WEST 126 STREET,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600132,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,8,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
341,01/25/2023,MANHATTAN,10027,40.81574,-73.95456,WEST 130 STREET,,,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4600842,Taxi,Unspecified,Unspecified,Unspecified,Unspecified,20,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
342,01/25/2023,MANHATTAN,10027,40.81694,-73.95366,,,1453      AMSTERDAM AVENUE,1,0,0,0,0,0,1,0,TURNING IMPROPERLY,Unspecified,Unspecified,Unspecified,Unspecified,4600551,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,14,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
343,01/25/2023,MANHATTAN,10027,40.81098,-73.953094,,,365       WEST 125 STREET,1,0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4601825,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,21,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
344,01/26/2023,MANHATTAN,10027,40.81722,-73.95228,CONVENT AVENUE,,,0,0,0,0,0,0,0,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4601003,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,0,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
345,01/27/2023,MANHATTAN,10027,40.811367,-73.95402,MORNINGSIDE AVENUE,,,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4601830,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,14,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
346,01/30/2023,MANHATTAN,10027,40.810093,-73.95309,WEST 124 STREET,SAINT NICHOLAS AVENUE,,1,0,1,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602055,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,9,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
347,01/30/2023,MANHATTAN,10027,40.81249,-73.952095,,,4         SAINT NICHOLAS TERRACE,0,0,0,0,0,0,0,0,PASSING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4602083,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,18,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
348,01/30/2023,MANHATTAN,10027,40.808174,-73.9424,,,27        WEST 127 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4602604,Bus,Sedan,Unspecified,Unspecified,Unspecified,14,0,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
349,01/31/2023,MANHATTAN,10027,,,West 125 Street,Adam Clayton Powell Jr Boulevard,,2,0,0,0,0,0,2,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602571,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,15,1,0.87,0.0,25071.0,22839.0,716100.0,59707.0,37872.0,New York County,68513.0
350,01/02/2023,QUEENS,11103,40.763893,-73.915,STEINWAY STREET,30 AVENUE,,1,0,0,0,1,0,0,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4595219,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified,22,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
351,01/02/2023,QUEENS,11103,40.761414,-73.91922,,,31-19     37 STREET,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4594942,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,11,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
352,01/02/2023,QUEENS,11103,40.769333,-73.912445,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4594944,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,8,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
353,01/03/2023,QUEENS,11103,40.75615,-73.9001,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4595491,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
354,01/03/2023,QUEENS,11103,40.76132,-73.9171,STEINWAY STREET,,,2,0,0,0,0,0,2,0,TRAFFIC CONTROL DISREGARDED,Unspecified,Unspecified,Unspecified,Unspecified,4596428,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,7,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
355,01/04/2023,QUEENS,11103,40.763374,-73.91102,,,28-26     44 STREET,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4595996,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,11,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
356,01/10/2023,QUEENS,11103,40.763138,-73.91341,42 STREET,30 AVENUE,,1,0,1,0,0,0,0,0,PASSING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4597162,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,17,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
357,01/10/2023,QUEENS,11103,40.76958,-73.9156,,,34-16     ASTORIA BOULEVARD,1,0,0,0,0,0,1,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4597206,Sedan,Moped,Unspecified,Unspecified,Unspecified,11,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
358,01/11/2023,QUEENS,11103,40.768684,-73.90668,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4599642,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,18,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
359,01/13/2023,QUEENS,11103,40.767532,-73.91205,,,25-74     STEINWAY STREET,0,0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4597733,Sedan,Sedan,Unspecified,Unspecified,Unspecified,0,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
360,01/14/2023,QUEENS,11103,40.768234,-73.90709,ASTORIA BOULEVARD,44 STREET,,1,0,0,0,0,0,1,0,TRAFFIC CONTROL DISREGARDED,Unspecified,Unspecified,Unspecified,Unspecified,4597833,Sedan,Sedan,Unspecified,Unspecified,Unspecified,0,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
361,01/14/2023,QUEENS,11103,40.76715,-73.911255,,,25-76     41 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599432,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,12,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
362,01/14/2023,QUEENS,11103,40.764263,-73.911095,,,43-17     28 AVENUE,0,0,0,0,0,0,0,0,AGGRESSIVE DRIVING/ROAD RAGE,Unspecified,Unspecified,Unspecified,Unspecified,4599429,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,10,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
363,01/17/2023,QUEENS,11103,40.752975,-73.91024,NORTHERN BOULEVARD,,,1,0,0,0,1,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4598629,Sedan,Bike,Unspecified,Unspecified,Unspecified,11,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
364,01/17/2023,QUEENS,11103,40.75615,-73.9001,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599347,AMBULANCE,Sedan,Unspecified,Unspecified,Unspecified,10,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
365,01/19/2023,QUEENS,11103,40.76565,-73.90358,BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,REACTION TO UNINVOLVED VEHICLE,Following Too Closely,Unspecified,Unspecified,Unspecified,4599434,Sedan,Sedan,Unspecified,Unspecified,Unspecified,11,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
366,01/19/2023,QUEENS,11103,40.76007,-73.914474,,,43-20     31 AVENUE,1,0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4599435,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,4,1,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
367,01/20/2023,QUEENS,11103,40.769333,-73.912445,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4599438,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,5,0,0.71,0.0,18518.0,16890.0,648900.0,38780.0,55129.0,Queens County,54537.0
